appid,Month-Year,Avg players (month),Max players (month),Price,Positive Reviews,Negative reviews,Avg Positive reviews,Avg Negative reviews
532210,01-09-2021,619.67,2305,7.99,307,102,11.81,3.92
532210,01-10-2021,714.65,11144,7.99,209,48,9.09,2.09
532210,01-11-2021,186.6,679,7.99,262,42,11.91,1.91
532210,01-12-2021,343.16,1862,7.99,226,33,12.56,1.83
532210,01-01-2022,894.03,2928,7.99,263,59,11.95,2.68
532210,01-02-2022,201.21,1202,7.99,171,40,9.5,2.22
532210,01-03-2022,638.81,5991,7.99,154,43,7.7,2.15
532210,01-04-2022,850.13,4861,7.99,118,28,6.21,1.47
532210,01-05-2022,610.58,4098,7.99,60,17,6,1.7
532210,01-06-2022,369.2,2060,7.99,108,28,6.75,1.75
532210,01-07-2022,440.87,1958,7.99,152,38,8,2
532210,01-08-2022,280.9,1314,7.99,100,23,5.56,1.28
532210,01-09-2022,316.2,1678,7.99,51,18,4.64,1.64
532210,01-10-2022,875.03,18881,7.99,48,21,4,1.75
532210,01-11-2022,999.47,26971,7.99,85,20,6.07,1.43
532210,01-12-2022,366.26,2518,7.99,96,18,8,1.5
532210,01-01-2023,290.48,2148,7.99,135,35,8.44,2.19
532210,01-02-2023,318.25,1581,7.99,97,17,8.82,1.55
532210,01-03-2023,642.29,15529,7.99,75,24,5.77,1.85
532210,01-04-2023,696.57,17083,7.99,153,33,9,1.94
532210,01-05-2023,109.19,327,7.99,129,30,9.21,2.14
532210,01-06-2023,160.43,475,7.99,215,42,13.44,2.62
532210,01-07-2023,222.68,1527,7.99,256,42,14.22,2.33
532210,01-08-2023,362,1846,7.99,167,37,10.44,2.31
532210,01-09-2023,195.9,962,7.99,96,23,6.4,1.53
532210,01-10-2023,255.13,2013,7.99,105,20,8.75,1.67
532210,01-11-2023,72.27,137,7.99,192,29,12,1.81
532210,01-12-2023,290.03,3605,7.99,191,32,13.64,2.29
532210,01-01-2024,164.97,429,7.99,196,31,14,2.21
532210,01-02-2024,254.31,1612,7.99,164,25,10.93,1.67
532210,01-03-2024,207.74,941,7.99,146,32,12.17,2.67
532210,01-04-2024,627.6,4156,7.99,110,22,6.88,1.38
532210,01-05-2024,589.87,4219,7.99,145,27,8.53,1.59
532210,01-06-2024,237.8,734,7.99,135,22,9.64,1.57
532210,01-07-2024,334.1,1155,7.99,255,37,12.75,1.85
532210,01-08-2024,247.87,1014,7.99,157,25,9.81,1.56
532210,01-09-2024,303.07,1083,7.99,193,32,9.65,1.6
532210,01-10-2024,71.33,1067,7.99,160,31,11.43,2.21
532210,01-11-2024,49.22,1048,0,153,27,11.77,2.08
550,01-10-2012,0,0,4.99,0,0,0,0
550,01-11-2012,0,0,9.99,0,0,0,0
550,01-12-2012,0,0,9.99,0,0,0,0
550,01-01-2013,0,0,4.99,0,0,0,0
550,01-07-2013,0,0,19.99,0,0,0,0
550,01-10-2013,0,0,4.99,0,0,0,0
550,01-11-2013,0,0,9.99,0,0,0,0
550,01-12-2013,0,0,9.99,0,0,0,0
550,01-01-2014,0,0,19.99,0,0,0,0
550,01-03-2014,0,0,19.99,0,0,0,0
550,01-06-2014,0,0,19.99,0,0,0,0
550,01-07-2014,0,0,19.99,0,0,0,0
550,01-09-2014,0,0,19.99,0,0,0,0
550,01-10-2014,0,0,4.99,0,0,0,0
550,01-11-2014,0,0,9.99,0,0,0,0
550,01-12-2014,0,0,9.99,0,0,0,0
550,01-01-2015,0,0,19.99,0,0,0,0
550,01-05-2015,0,0,19.99,1202,71,50.08,2.96
550,01-06-2015,0,0,19.99,5005,191,172.59,6.59
550,01-07-2015,2996.88,12869,19.99,2151,121,79.67,4.48
550,01-08-2015,2700.74,16211,19.99,3208,155,114.57,5.54
550,01-09-2015,993.13,9543,19.99,1314,67,52.56,2.68
550,01-10-2015,2046.16,11458,3.99,2621,122,100.81,4.69
550,01-11-2015,1471.7,12539,3.99,3191,141,110.03,4.86
550,01-12-2015,1037.1,9681,3.99,5424,224,200.89,8.3
550,01-01-2016,4633.39,106789,19.99,3046,136,117.15,5.23
550,01-02-2016,2731.38,22280,19.99,2551,136,106.29,5.67
550,01-03-2016,1810.71,8575,19.99,2023,97,72.25,3.46
550,01-04-2016,1805.87,23469,19.99,1853,69,74.12,2.76
550,01-05-2016,1047,4004,19.99,1452,84,60.5,3.5
550,01-06-2016,1301.03,21364,3.99,3946,186,146.15,6.89
550,01-07-2016,2227.26,24517,19.99,1844,118,68.3,4.37
550,01-08-2016,748.87,7248,19.99,1445,88,55.58,3.38
550,01-09-2016,1504.23,7108,19.99,1010,96,40.4,3.84
550,01-10-2016,1637.81,9944,3.99,1866,92,71.77,3.54
550,01-11-2016,1534,12002,19.99,14540,171,538.52,6.33
550,01-12-2016,1481,10305,3.99,5078,166,188.07,6.15
550,01-01-2017,5854.16,33264,19.99,2394,109,88.67,4.04
550,01-02-2017,627.14,2609,19.99,1855,114,77.29,4.75
550,01-03-2017,2266.39,12869,19.99,2792,170,96.28,5.86
550,01-04-2017,1735.83,8816,19.99,1297,87,58.95,3.95
550,01-05-2017,312.87,838,19.99,1165,69,50.65,3
550,01-06-2017,1661.23,10941,1.99,9129,377,326.04,13.46
550,01-07-2017,1553.55,5251,19.99,3190,185,110,6.38
550,01-08-2017,867.52,3423,19.99,2154,172,126.71,10.12
550,01-09-2017,1572.57,12242,19.99,1118,84,74.53,5.6
550,01-10-2017,1056.13,6802,3.99,1899,111,82.57,4.83
550,01-11-2017,1302.03,7143,19.99,13581,263,714.79,13.84
550,01-12-2017,2046.16,21887,1.99,6495,180,282.39,7.83
550,01-01-2018,6145.97,145489,19.99,3176,101,186.82,5.94
550,01-02-2018,1773.14,9675,19.99,3710,144,185.5,7.2
550,01-03-2018,816.52,7334,19.99,2745,85,152.5,4.72
550,01-04-2018,2185.97,17036,19.99,1377,46,86.06,2.88
550,01-05-2018,2299.68,12810,19.99,3686,115,175.52,5.48
550,01-06-2018,3029.23,17550,1.99,4784,182,191.36,7.28
550,01-07-2018,2105.84,15227,9.99,2419,75,142.29,4.41
550,01-08-2018,1701.87,6514,9.99,2304,67,128,3.72
550,01-09-2018,3794.23,39247,9.99,1512,58,88.94,3.41
550,01-10-2018,1541.32,7646,1.99,1616,228,59.85,8.44
550,01-11-2018,2309.23,31611,9.99,9887,154,411.96,6.42
550,01-12-2018,3950.42,13315,1.99,2047,94,89,4.09
550,01-01-2019,2398.74,25203,9.99,1643,126,68.46,5.25
550,01-02-2019,704.82,4686,9.99,1206,74,86.14,5.29
550,01-03-2019,2003.45,11131,9.99,984,95,39.36,3.8
550,01-04-2019,891.5,2983,9.99,811,66,40.55,3.3
550,01-05-2019,1466.32,11377,9.99,3787,149,291.31,11.46
550,01-06-2019,1165.67,7753,1.99,16891,303,625.59,11.22
550,01-07-2019,877.81,3375,9.99,1245,102,44.46,3.64
550,01-08-2019,1161.52,10723,9.99,703,57,30.57,2.48
550,01-09-2019,1157.43,3677,9.99,536,61,28.21,3.21
550,01-10-2019,3100.87,19356,1.99,8688,172,377.74,7.48
550,01-11-2019,3797.33,16926,1.99,12274,188,423.24,6.48
550,01-12-2019,3774.81,17503,1.99,11836,259,394.53,8.63
550,01-01-2020,3544.68,11684,9.99,8644,191,320.15,7.07
550,01-02-2020,2853.38,9377,9.99,7086,183,262.44,6.78
550,01-03-2020,2873.94,28198,9.99,9301,183,332.18,6.54
550,01-04-2020,868.9,3408,9.99,6644,139,276.83,5.79
550,01-05-2020,1255.42,8050,9.99,5131,133,197.35,5.12
550,01-06-2020,831.8,2622,1.99,10560,212,391.11,7.85
550,01-07-2020,2749.29,11482,9.99,6927,153,256.56,5.67
550,01-08-2020,1607.74,5038,9.99,5928,119,237.12,4.76
550,01-09-2020,9921.77,56487,9.99,22851,778,914.04,31.12
550,01-10-2020,6096.29,17960,1.99,11558,271,398.55,9.34
550,01-11-2020,1766.37,11608,1.99,14886,256,531.64,9.14
550,01-12-2020,6237.39,34155,1.99,13397,268,496.19,9.93
550,01-01-2021,6945.03,109106,9.99,8349,193,309.22,7.15
550,01-02-2021,3306.57,16836,9.99,5914,162,328.56,9
550,01-03-2021,4371.48,23557,9.99,9344,224,311.47,7.47
550,01-04-2021,4421.3,36873,9.99,9194,222,328.36,7.93
550,01-05-2021,3813.71,29662,9.99,9622,206,320.73,6.87
550,01-06-2021,6642.67,44345,1.99,13871,320,495.39,11.43
550,01-07-2021,13507.74,93939,9.99,9692,222,334.21,7.66
550,01-08-2021,2908.84,15876,9.99,12494,326,430.83,11.24
550,01-09-2021,2182.4,14638,9.99,6989,163,279.56,6.52
550,01-10-2021,1126.9,6757,1.99,8057,166,298.41,6.15
550,01-11-2021,916.67,5385,1.99,11311,164,418.93,6.07
550,01-12-2021,1769.1,31671,1.99,11707,226,403.69,7.79
550,01-01-2022,3712.03,41818,1.99,11177,192,399.18,6.86
550,01-02-2022,3565.25,36359,9.99,5447,140,247.59,6.36
550,01-03-2022,2725.29,32509,9.99,4580,116,208.18,5.27
550,01-04-2022,984.07,2177,9.99,4993,141,208.04,5.88
550,01-05-2022,1627.84,16665,9.99,4379,124,182.46,5.17
550,01-06-2022,1217.77,4481,1.99,9257,224,402.48,9.74
550,01-07-2022,3872.48,76077,9.99,13327,357,444.23,11.9
550,01-08-2022,3563.13,28179,9.99,6562,172,262.48,6.88
550,01-09-2022,6737.27,99962,9.99,5049,151,194.19,5.81
550,01-10-2022,3409.71,26592,9.99,5390,181,199.63,6.7
550,01-11-2022,3745.7,26240,9.99,16745,279,697.71,11.62
550,01-12-2022,3430,10640,0.99,17064,288,682.56,11.52
550,01-01-2023,2444.81,9491,9.99,10367,210,431.96,8.75
550,01-02-2023,2696.36,14389,9.99,6609,134,287.35,5.83
550,01-03-2023,1542.84,3746,9.99,11924,293,476.96,11.72
550,01-04-2023,4798.8,82777,9.99,5942,157,237.68,6.28
550,01-05-2023,1804.84,13745,9.99,6409,165,256.36,6.6
550,01-06-2023,1988.57,10722,0.99,13429,279,610.41,12.68
550,01-07-2023,3963.03,16478,9.99,12148,335,578.48,15.95
550,01-08-2023,4466.52,49247,9.99,7403,169,336.5,7.68
550,01-09-2023,2725.83,11679,9.99,10164,212,462,9.64
550,01-10-2023,2986.39,12909,9.99,6735,168,292.83,7.3
550,01-11-2023,2145.23,6179,9.99,13572,202,754,11.22
550,01-12-2023,2346.06,8700,0.99,12670,256,633.5,12.8
550,01-01-2024,3951.39,13663,9.99,9994,274,499.7,13.7
550,01-02-2024,2499.17,9918,9.99,6611,211,413.19,13.19
550,01-03-2024,7926.61,59446,9.99,9885,385,449.32,17.5
550,01-04-2024,3012.37,9924,9.99,4635,236,185.4,9.44
550,01-05-2024,4176.74,25567,9.99,5507,294,183.57,9.8
550,01-06-2024,2975,22927,0.99,10639,289,366.86,9.97
550,01-07-2024,5924,61803,9.99,8914,254,287.55,8.19
550,01-08-2024,2802.87,14765,9.99,5512,150,196.86,5.36
550,01-09-2024,3014.47,14494,9.99,4803,159,165.62,5.48
550,01-10-2024,668.46,9503,0.99,7703,205,265.62,7.07
550,01-11-2024,1163.97,14493,9.99,5702,158,438.62,12.15
553850,01-09-2023,0.33,10,39.99,0,0,0,0
553850,01-10-2023,0,0,39.99,0,0,0,0
553850,01-11-2023,0,0,39.99,0,0,0,0
553850,01-12-2023,0.16,5,39.99,0,0,0,0
553850,01-01-2024,2.52,19,39.99,0,0,0,0
553850,01-02-2024,59000.83,151927,39.99,109681,44067,12186.78,4896.33
553850,01-03-2024,36769.48,74776,39.99,128477,16661,7137.61,925.61
553850,01-04-2024,18664.33,38261,39.99,61750,7300,2205.36,260.71
553850,01-05-2024,7130.42,25293,39.99,215653,94676,10269.19,4508.38
553850,01-06-2024,2869.23,7483,39.99,3642,546,404.67,60.67
553850,01-07-2024,1500.81,3414,39.99,706,27,235.33,9
553850,01-08-2024,2725.35,19070,39.99,0,0,0,0
553850,01-09-2024,1803.23,4598,39.99,1819,579,227.38,72.38
553850,01-10-2024,2015.65,5613,39.99,0,0,0,0
553850,01-11-2024,748.71,2750,31.99,1111,511,277.75,127.75
553850,01-12-2024,600.55,1245,39.99,0,0,0,0
578080,01-03-2017,77249.87,150320,29.99,0,0,0,0
578080,01-04-2017,113466.47,143613,29.99,0,0,0,0
578080,01-05-2017,113575.48,320280,29.99,0,0,0,0
578080,01-06-2017,106979.6,148584,29.99,0,0,0,0
578080,01-07-2017,135968.32,203409,29.99,0,0,0,0
578080,01-08-2017,189809.58,452803,29.99,0,0,0,0
578080,01-09-2017,163172,216214,29.99,0,0,0,0
578080,01-10-2017,143350.55,182187,29.99,0,0,0,0
578080,01-11-2017,117568.8,218135,29.99,0,0,0,0
578080,01-12-2017,135484.68,280810,29.99,8340,2984,834,298.4
578080,01-01-2018,121480.39,192427,29.99,16526,5812,533.1,187.48
578080,01-02-2018,149197.64,482947,29.99,13132,4125,469,147.32
578080,01-03-2018,122882.03,219882,29.99,18314,4786,590.77,154.39
578080,01-04-2018,127689.53,283401,29.99,22909,8054,763.63,268.47
578080,01-05-2018,116179.84,226860,29.99,28862,15120,995.24,521.38
578080,01-06-2018,99120.83,197029,19.99,33793,16762,1469.26,728.78
578080,01-07-2018,155499.55,597309,29.99,39514,75491,1274.65,2435.19
578080,01-08-2018,97819.65,200700,29.99,95695,40113,3086.94,1293.97
578080,01-09-2018,73851.07,141880,29.99,44458,48824,1778.32,1952.96
578080,01-10-2018,68942.58,150531,29.99,33054,32800,1139.79,1131.03
578080,01-11-2018,60016.17,100791,29.99,23344,22495,1014.96,978.04
578080,01-12-2018,76394.13,126560,19.99,21772,21561,1088.6,1078.05
578080,01-01-2019,78505.45,128848,29.99,19058,13452,952.9,672.6
578080,01-02-2019,55243.43,101818,29.99,15014,14657,790.21,771.42
578080,01-03-2019,63993.29,113196,29.99,13651,26029,593.52,1131.7
578080,01-04-2019,70559.17,135273,29.99,11736,16618,489,692.42
578080,01-05-2019,69148.19,105264,29.99,12901,9247,560.91,402.04
578080,01-06-2019,61133.07,81963,14.99,11251,5587,535.76,266.05
578080,01-07-2019,62286.58,106853,29.99,4208,12647,135.74,407.97
578080,01-08-2019,74218.29,271355,29.99,24117,10734,777.97,346.26
578080,01-09-2019,50510.83,67780,29.99,6659,9719,221.97,323.97
578080,01-10-2019,45749.19,72734,29.99,5320,6391,177.33,213.03
578080,01-11-2019,52018.4,120126,14.99,4901,6112,196.04,244.48
578080,01-12-2019,43499.55,80774,14.99,3839,5155,123.84,166.29
578080,01-01-2020,54332.61,66180,29.99,3013,3395,97.19,109.52
578080,01-02-2020,42118.9,72358,29.99,2859,3005,178.69,187.81
578080,01-03-2020,44472.23,72101,29.99,18340,5963,591.61,192.35
578080,01-04-2020,45962.93,71171,29.99,14894,5848,496.47,194.93
578080,01-05-2020,51297.45,72660,29.99,2922,3370,94.26,108.71
578080,01-06-2020,45657.73,80584,14.99,1877,2365,62.57,78.83
578080,01-07-2020,39321.52,59445,29.99,14506,6858,467.94,221.23
578080,01-08-2020,39222.97,120025,29.99,78856,39046,2628.53,1301.53
578080,01-09-2020,45360.1,70332,29.99,40821,26457,1407.62,912.31
578080,01-10-2020,38028.16,68905,29.99,35571,23320,1185.7,777.33
578080,01-11-2020,43679.13,74892,14.99,23217,20206,773.9,673.53
578080,01-12-2020,32540.81,78188,29.99,21719,17987,748.93,620.24
578080,01-01-2021,40678.74,162678,29.99,20673,15617,712.86,538.52
578080,01-02-2021,108412.43,175140,29.99,14551,12345,559.65,474.81
578080,01-03-2021,86843.52,154807,29.99,17622,16466,568.45,531.16
578080,01-04-2021,45360.53,83511,14.99,14926,12654,533.07,451.93
578080,01-05-2021,45113.61,96692,29.99,12533,11991,432.17,413.48
578080,01-06-2021,55262.47,148530,14.99,9617,9365,356.19,346.85
578080,01-07-2021,52048.29,191840,29.99,10487,11290,349.57,376.33
578080,01-08-2021,44561.35,67825,29.99,12521,9511,417.37,317.03
578080,01-09-2021,39671.67,65120,29.99,12335,9953,425.34,343.21
578080,01-10-2021,32864.13,138589,29.99,12055,9025,430.54,322.32
578080,01-11-2021,56143.03,124748,29.99,13643,8218,568.46,342.42
578080,01-12-2021,51079.97,112316,29.99,12395,7640,399.84,246.45
578080,01-01-2022,40954.68,89390,0,11022,7832,355.55,252.65
578080,01-02-2022,43053.79,121626,29.99,9049,6039,323.18,215.68
578080,01-03-2022,39764.16,64922,29.99,12310,7511,410.33,250.37
578080,01-04-2022,60584.3,137995,29.99,16704,9078,556.8,302.6
578080,01-05-2022,35061.03,93012,29.99,26843,12107,865.9,390.55
578080,01-06-2022,35382.73,118610,29.99,12662,6675,422.07,222.5
578080,01-07-2022,47155.74,168908,29.99,10908,6031,351.87,194.55
578080,01-08-2022,29994.55,73957,29.99,12881,6083,415.52,196.23
578080,01-09-2022,28279.7,40447,29.99,9878,6925,352.79,247.32
578080,01-10-2022,23144.13,60789,29.99,42469,22121,1415.63,737.37
578080,01-11-2022,41530.4,77382,29.99,20446,6804,681.53,226.8
578080,01-12-2022,18278.19,64984,29.99,14626,5785,471.81,186.61
578080,01-01-2023,23619.58,102928,29.99,12988,4849,418.97,156.42
578080,01-02-2023,22654.25,55004,29.99,9411,4104,336.11,146.57
578080,01-03-2023,33609.39,94008,29.99,9595,4556,309.52,146.97
578080,01-04-2023,24102.27,45413,29.99,9641,4538,321.37,151.27
578080,01-05-2023,20998.16,46838,29.99,10193,4238,328.81,136.71
578080,01-06-2023,24364.47,91559,29.99,8029,3133,286.75,111.89
578080,01-07-2023,22581.03,91842,29.99,8504,3510,303.71,125.36
578080,01-08-2023,32118.87,191968,29.99,14485,3753,499.48,129.41
578080,01-09-2023,29408.7,152469,29.99,8546,3279,316.52,121.44
578080,01-10-2023,25396.58,56478,29.99,9480,3774,364.62,145.15
578080,01-11-2023,40472.63,90181,29.99,9072,3961,362.88,158.44
578080,01-12-2023,41168.87,119550,29.99,8730,3949,335.77,151.88
578080,01-01-2024,40436.71,180910,29.99,7185,3035,287.4,121.4
578080,01-02-2024,38054.07,66329,29.99,6276,2975,251.04,119
578080,01-03-2024,36784.35,88909,29.99,7676,3596,319.83,149.83
578080,01-04-2024,33431.93,60333,29.99,7789,3697,354.05,168.05
578080,01-05-2024,43536,110508,29.99,7687,3969,334.22,172.57
578080,01-06-2024,27253.43,71181,29.99,7292,3241,347.24,154.33
578080,01-07-2024,21752.74,31476,29.99,9270,3600,441.43,171.43
578080,01-08-2024,24807.9,49198,29.99,16380,3784,780,180.19
578080,01-09-2024,27167.6,73819,29.99,13124,4770,656.2,238.5
578080,01-10-2024,14015.36,64906,29.99,14168,5303,708.4,265.15
578080,01-11-2024,13634.57,96848,0,13689,4709,760.5,261.61
578080,01-12-2024,0,0,29.99,15163,5130,798.05,270
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
582010,01-07-2018,2960,9116,59.99,0,0,0,0
582010,01-08-2018,29800.42,128595,59.99,23734,32764,1130.19,1560.19
582010,01-09-2018,8560.47,20853,59.99,1655,316,331,63.2
582010,01-10-2018,3593.74,7557,59.99,2700,1110,158.82,65.29
582010,01-11-2018,3413.2,11072,59.99,939,1706,58.69,106.62
582010,01-12-2018,5085.42,22127,39.59,2537,503,120.81,23.95
582010,01-01-2019,4989.84,13437,59.99,2985,579,110.56,21.44
582010,01-02-2019,3925.43,9718,59.99,2066,192,114.78,10.67
582010,01-03-2019,1505.48,2221,59.99,528,73,48,6.64
582010,01-04-2019,2523,11118,39.59,927,77,61.8,5.13
582010,01-05-2019,5319.74,33274,59.99,1128,78,141,9.75
582010,01-06-2019,7317.53,22133,29.99,7581,120,631.75,10
582010,01-07-2019,8164.06,22076,59.99,11468,315,424.74,11.67
582010,01-08-2019,10398.03,22814,59.99,1611,230,57.54,8.21
582010,01-09-2019,23490.1,75752,59.99,1996,281,83.17,11.71
582010,01-10-2019,7736.32,25747,29.99,1394,145,73.37,7.63
582010,01-11-2019,3376.53,9730,29.99,2645,16,529,3.2
582010,01-12-2019,10356.35,27200,23.99,6500,111,500,8.54
582010,01-01-2020,25669.94,66169,29.99,21570,4019,798.89,148.85
582010,01-02-2020,9474.59,22619,29.99,15655,1354,579.81,50.15
582010,01-03-2020,7190.61,18405,29.99,11594,1445,386.47,48.17
582010,01-04-2020,6479.03,13238,19.79,8204,555,303.85,20.56
582010,01-05-2020,9238.81,34809,29.99,6684,491,230.48,16.93
582010,01-06-2020,5417.13,13552,19.79,3598,218,149.92,9.08
582010,01-07-2020,10142.48,34374,29.99,7235,491,289.4,19.64
582010,01-08-2020,7923.58,28881,29.99,4520,229,196.52,9.96
582010,01-09-2020,6036.4,42763,19.79,3790,215,180.48,10.24
582010,01-10-2020,10533.1,34903,19.79,4018,260,211.47,13.68
582010,01-11-2020,3982.63,11452,19.79,4686,104,246.63,5.47
582010,01-12-2020,3710.39,10913,19.79,5382,5400,207,207.69
582010,01-01-2021,5311,16779,29.99,4254,146,193.36,6.64
582010,01-02-2021,5630.25,9350,29.99,2539,91,169.27,6.07
582010,01-03-2021,4268.19,14063,29.99,2371,75,124.79,3.95
582010,01-04-2021,1633.67,3531,29.99,2902,97,138.19,4.62
582010,01-05-2021,1945.39,15953,29.99,2816,144,117.33,6
582010,01-06-2021,1534.53,2340,19.79,2995,153,119.8,6.12
582010,01-07-2021,1637.29,5666,29.99,3201,183,133.38,7.62
582010,01-08-2021,2043.71,6487,29.99,2787,131,132.71,6.24
582010,01-09-2021,1939.5,5706,19.79,1007,50,91.55,4.55
582010,01-10-2021,1390.61,2673,19.79,2253,100,107.29,4.76
582010,01-11-2021,1950.23,4944,19.79,1920,61,112.94,3.59
582010,01-12-2021,2438.58,5642,19.79,1480,69,98.67,4.6
582010,01-01-2022,1791.61,3946,29.99,2145,87,119.17,4.83
582010,01-02-2022,1177.71,2414,29.99,600,27,75,3.38
582010,01-03-2022,971.65,3370,29.99,1288,93,85.87,6.2
582010,01-04-2022,703.23,1049,14.99,1083,51,63.71,3
582010,01-05-2022,1027.84,1519,29.99,1921,119,80.04,4.96
582010,01-06-2022,979.6,1460,14.99,2081,85,94.59,3.86
582010,01-07-2022,614,1116,29.99,1958,106,78.32,4.24
582010,01-08-2022,616.81,1966,29.99,1755,105,76.3,4.57
582010,01-09-2022,657.8,1942,14.99,1056,64,62.12,3.76
582010,01-10-2022,1114.61,14682,29.99,1021,84,56.72,4.67
582010,01-11-2022,689.5,3796,29.99,1462,82,86,4.82
582010,01-12-2022,701.35,1048,14.99,1053,63,81,4.85
582010,01-01-2023,1871.16,4108,29.99,2253,94,125.17,5.22
582010,01-02-2023,994.46,2975,29.99,1717,88,101,5.18
582010,01-03-2023,770.26,1310,29.99,2219,106,123.28,5.89
582010,01-04-2023,1335.33,15664,14.99,1047,61,87.25,5.08
582010,01-05-2023,1420.32,12535,29.99,1251,69,69.5,3.83
582010,01-06-2023,768.53,1467,14.99,1666,97,104.12,6.06
582010,01-07-2023,906.74,2732,14.99,2027,87,112.61,4.83
582010,01-08-2023,755.87,1747,29.99,1428,84,89.25,5.25
582010,01-09-2023,1037,2160,29.99,1529,80,109.21,5.71
582010,01-10-2023,1635.13,4234,14.99,1914,172,106.33,9.56
582010,01-11-2023,2491.37,7949,29.99,3057,136,218.36,9.71
582010,01-12-2023,11593,54056,9.89,7687,316,384.35,15.8
582010,01-01-2024,31548.97,70429,29.99,10035,1409,501.75,70.45
582010,01-02-2024,12014.21,29007,9.89,4563,291,268.41,17.12
582010,01-03-2024,8117.19,24070,29.99,6881,447,382.28,24.83
582010,01-04-2024,6502.57,18295,29.99,4148,271,172.83,11.29
582010,01-05-2024,10582.42,41196,9.89,3411,209,117.62,7.21
582010,01-06-2024,17812.9,56784,9.89,5916,378,204,13.03
582010,01-07-2024,2177.97,4233,29.99,3823,225,141.59,8.33
582010,01-08-2024,3935.48,39678,29.99,4444,241,158.71,8.61
582010,01-09-2024,2784.7,6043,9.89,3960,375,152.31,14.42
582010,01-10-2024,3740,19279,29.99,4615,489,153.83,16.3
582010,01-11-2024,4170.8,17709,29.99,4190,276,209.5,13.8
594650,01-02-2018,16615.61,55299,29.99,0,0,0,0
594650,01-03-2018,3845.52,13092,29.99,0,0,0,0
594650,01-04-2018,1514.2,3947,29.99,0,0,0,0
594650,01-05-2018,5815.55,48180,29.99,0,0,0,0
594650,01-06-2018,2669.5,16633,23.99,0,0,0,0
594650,01-07-2018,3763.16,28719,29.99,0,0,0,0
594650,01-08-2018,7995.06,28348,29.99,0,0,0,0
594650,01-09-2018,2366.37,26695,29.99,0,0,0,0
594650,01-10-2018,1951,14056,22.49,0,0,0,0
594650,01-11-2018,2770.87,15863,29.99,0,0,0,0
594650,01-12-2018,2931.84,20279,22.49,0,0,0,0
594650,01-01-2019,1415.68,7946,29.99,0,0,0,0
594650,01-02-2019,2051.75,23619,20.99,0,0,0,0
594650,01-03-2019,1288.26,7809,29.99,0,0,0,0
594650,01-04-2019,1505.13,12380,29.99,0,0,0,0
594650,01-05-2019,4106.16,26720,29.99,0,0,0,0
594650,01-06-2019,4242.57,25508,22.49,0,0,0,0
594650,01-07-2019,5616.97,32595,29.99,0,0,0,0
594650,01-08-2019,8896.23,36328,39.99,2429,1177,485.8,235.4
594650,01-09-2019,10072.6,48553,31.99,3880,1588,138.57,56.71
594650,01-10-2019,1947.58,4087,27.99,733,387,23.65,12.48
594650,01-11-2019,1164.53,3135,23.99,777,292,25.9,9.73
594650,01-12-2019,2776.94,8845,25.99,1587,311,56.68,11.11
594650,01-01-2020,3504.16,20383,39.99,1238,370,41.27,12.33
594650,01-02-2020,3775.31,12240,23.99,3013,1489,103.9,51.34
594650,01-03-2020,3534.81,8198,39.99,825,262,27.5,8.73
594650,01-04-2020,3264.8,20885,39.99,634,180,21.13,6
594650,01-05-2020,3705.32,16499,21.99,2245,186,83.15,6.89
594650,01-06-2020,8565.07,51365,21.99,1034,309,35.66,10.66
594650,01-07-2020,11441.94,52583,39.99,603,316,21.54,11.29
594650,01-08-2020,4254.06,20954,39.99,187,42,14.38,3.23
594650,01-09-2020,3252.07,6141,39.99,412,157,17.17,6.54
594650,01-10-2020,2943.45,5823,19.99,217,60,9.43,2.61
594650,01-11-2020,7104.23,23712,19.99,385,68,32.08,5.67
594650,01-12-2020,9088.65,35372,19.99,1769,788,63.18,28.14
594650,01-01-2021,4073.81,5873,19.99,3490,313,134.23,12.04
594650,01-02-2021,5014.07,15133,39.99,1045,872,41.8,34.88
594650,01-03-2021,8592.65,22513,19.99,2147,1023,74.03,35.28
594650,01-04-2021,15930.57,43862,39.99,450,534,16.07,19.07
594650,01-05-2021,7882.48,26988,19.99,3761,151,163.52,6.57
594650,01-06-2021,7848.2,21123,19.99,4979,516,191.5,19.85
594650,01-07-2021,9226.45,27141,39.99,1989,205,76.5,7.88
594650,01-08-2021,12609.35,36950,19.99,2301,344,92.04,13.76
594650,01-09-2021,12764.77,35448,39.99,2088,324,83.52,12.96
594650,01-10-2021,8083.94,19823,19.99,1776,350,65.78,12.96
594650,01-11-2021,19814.13,86052,19.99,1467,288,58.68,11.52
594650,01-12-2021,9697.97,29999,19.99,1648,265,58.86,9.46
594650,01-01-2022,7626.61,13484,19.99,1769,298,63.18,10.64
594650,01-02-2022,18312.64,74204,39.99,1166,269,55.52,12.81
594650,01-03-2022,7911.81,16013,17.99,1175,250,43.52,9.26
594650,01-04-2022,7546.93,17118,39.99,942,291,33.64,10.39
594650,01-05-2022,7198.94,18876,39.99,1761,391,60.72,13.48
594650,01-06-2022,5325.2,15179,19.99,2361,213,87.44,7.89
594650,01-07-2022,8552.26,29980,19.99,1841,243,70.81,9.35
594650,01-08-2022,9344.29,69274,39.99,2417,298,105.09,12.96
