appid,name,type,required_age,is_free,short_description,capsule_image,developers,publishers,release_date,platforms,metacritic_score,categories,genres,price,movies,os,simplified_os,os_rank,cpu_unorganised,cpu,cpu_rank,gpu_unorganised,gpu,gpu_rank,ram,ram_gb,storage,storage_gb,number_downloads_old,game_revenue_sales,RAND,number_downloads
8930,Sid Meier's Civilization® V,game,0,FALSE,"Create, discover, and download new player-created maps, scenarios, interfaces, and more!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/8930/capsule_231x87.jpg?t=1724341158,"Firaxis Games, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)","Sep 21, 2010","windows, mac, linux",90,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",Strategy,29.99,http://video.akamai.steamstatic.com/store_trailers/5690/movie_max.webm?t=1447353146,Windows Vista SP2/ Windows 7,Windows VISTA,2,1.8 GHz Quad Core CPU,Quad Core Series,37,"512 MB ATI 4800 series or better, 512 MB nVidia 9800 series or better","Nvidia GeForce 9800 Series, AMD ATI 4800 Series",1,4 GB RAM,4,8 GB,8,15000000,461231295,379503,15379503
291480,Warface: Clutch,game,13,TRUE,"Warface: clutch is a contemporary mmo first person shooter with millions of fans around the world. it offers intense pvp modes, compelling pve missions and raids that you can challenge with five diverse classes and a colossal customizable arsenal.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/291480/279bf50786e7af6a71d6f81862b583ecf0af9275/capsule_231x87.jpg?t=1732103719,MY.GAMES,MY.GAMES,"Jul 1, 2014","windows, mac, linux",,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases","Action, Massively Multiplayer, Free To Play",0.00,http://video.akamai.steamstatic.com/store_trailers/257056576/movie_max_vp9.webm?t=1726753523,Windows 10,Windows 10,5,Core i5 3470 / AMD Athlon 240GE,"i5 3470K Series, Athlon 240GE Series",56,GeForce 1050 Ti / Radeon R9 380,Nvidia GeForce 1050 Series,7,6 GB RAM,6,35 GB,35,15000000,0,-640163,14359837
632360,Risk of Rain 2,game,0,FALSE,"Escape a chaotic alien planet by fighting through hordes of frenzied monsters – with your friends, or on your own. combine loot in surprising ways and master each character until you become the havoc you feared upon your first crash landing.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/632360/capsule_231x87.jpg?t=1728672963,Hopoo Games,Gearbox Publishing,"Aug 11, 2020","windows, mac, linux",85,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","Action, Indie",24.99,http://video.akamai.steamstatic.com/store_trailers/256827307/movie_max_vp9.webm?t=1616688273,"Windows 7 or newer, 64-bit",Windows 7,3,Intel Core i5-4670K / AMD Ryzen 5 1500X,"i5 4670K Series, Ryzen 5 1500K Series",63,GTX 680 / AMD HD 7970,"Nvidia GTX 680 Series, AMD HD 7970 Series",4,4 GB RAM,4,4 GB,4,75000000,1966340374,3685089,78685089
218620,PAYDAY 2,game,18,FALSE,"Payday 2 is an action-packed, four-player co-op shooter that once again lets gamers don the masks of the original payday crew - dallas, hoxton, wolf and chains - as they descend on washington dc for an epic crime spree.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/218620/capsule_231x87.jpg?t=1729586701,OVERKILL - a Starbreeze Studio.,Starbreeze Publishing AB,"Aug 13, 2013","windows, mac, linux",79,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, In-App Purchases, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","Action, RPG",9.99,http://video.akamai.steamstatic.com/store_trailers/256766497/movie_max.webm?t=1573055178,Windows 10,Windows 10,5,2.3 GHz Intel Quad Core Processor,Quad Core Series,37,Nvidia &amp; AMD (1GB VRAM),Other/Uncategorized,0,8 GB RAM,8,83 GB,83,35000000,366122021.5,1648851,36648851
550,Left 4 Dead 2,game,17,FALSE,"Set in the zombie apocalypse, left 4 dead 2 (l4d2) is the highly anticipated sequel to the award-winning left 4 dead, the #1 co-op game of 2008. this co-operative action horror fps takes you and your friends through the cities, swamps and cemeteries of the deep south, from savannah to new orleans across five expansive campaigns.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/550/capsule_231x87.jpg?t=1731457037,Valve,Valve,"Nov 16, 2019","windows, mac, linux",89,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes Source SDK, Commentary available, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing, Steam Timeline",Action,9.99,http://video.akamai.steamstatic.com/store_trailers/5952/movie_max.webm?t=1682697457,Windows 7 32/64-bit / Vista 32/64 / XP,Windows XP,1,Intel core 2 duo 2.4GHz,Core 2 Series,4,"Video Card Shader model 3.0. NVidia 7600, ATI X1600 or better",Generic Graphics Card / Video Memory,0,2 GB RAM,2,13 GB,13,75000000,741779438,-747804,74252196
739630,Phasmophobia,game,0,FALSE,Phasmophobia is a 4 player online co-op psychological horror. paranormal activity is on the rise and it’s up to you and your team to use all the ghost-hunting equipment at your disposal in order to gather as much evidence as you can.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/739630/capsule_231x87.jpg?t=1727019976,Kinetic Games,Kinetic Games,"Sep 18, 2020","windows, mac, linux",,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing","Action, Indie, Early Access",19.99,http://video.akamai.steamstatic.com/store_trailers/256906135/movie_max_vp9.webm?t=1663254571,Windows 10 64Bit,Windows 10,5,Intel Core i5-10600 / AMD Ryzen 5 3600,"i5 10600K Series, Ryzen 5 3600K Series",80,NVIDIA RTX 2060 / AMD Radeon RX 5700,"Nvidia RTX 2060 Series, AMD RX 5700 Series",8,8 GB RAM,8,21 GB,21,15000000,272668077.8,-1359776,13640224
1063730,New World: Aeternum,game,0,FALSE,Experience a thrilling action rpg set on the supernatural island of aeternum. forge your destiny on an adventure filled with danger and opportunity.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1063730/2fe94eba6734521fbd4f44fb23ea66cb79376067/capsule_231x87.jpg?t=1729704763,Amazon Games,Amazon Games,"Sep 28, 2021","windows, mac, linux",,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support","Action, Adventure, Massively Multiplayer, RPG",59.99,http://video.akamai.steamstatic.com/store_trailers/257064014/movie_max_vp9.webm?t=1728963346,Windows 10/11 64-bit,Windows 10,5,Intel Core i7-10700K @ 3.80Ghz / AMD Ryzen 5 3600X,"i7 10700K Series, Ryzen 5 3600K Series",98,NVIDIA GeForce GTX 2060 / AMD Radeon RX 6600,"Nvidia GTX 2060 Series, AMD RX 6600 Series",8,16 GB RAM,16,100 GB,100,75000000,4833951067,5579281,80579281
271590,Grand Theft Auto V,game,18,FALSE,"Grand theft auto v for pc offers players the option to explore the award-winning world of los santos and blaine county in resolutions of up to 4k and beyond, as well as the chance to experience the game running at 60 frames per second.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/271590/capsule_231x87.jpg?t=1726606628,Rockstar North,Rockstar Games,"Apr 13, 2015","windows, mac, linux",96,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV","Action, Adventure",0.00,http://video.akamai.steamstatic.com/store_trailers/257036518/movie_max_vp9.webm?t=1720472927,Windows 10 64 Bit,Windows 10,5,Intel Core i5 3470 @ 3.2GHz (4 CPUs) / AMD X8 FX-8350 @ 4GHz (8 CPUs),"i5 3470K Series, FX 8350K Series",56,NVIDIA GTX 660 2GB / AMD HD 7870 2GB,"Nvidia GTX 660 Series, AMD HD 7870 Series",4,8 GB RAM,8,120 GB,120,75000000,0,5980325,80980325
96000,The Tiny Bang Story,game,0,FALSE,Life on tiny planet was calm and carefree until a great disaster occurred - tiny planet was hit by a meteor! the world fell apart and now its future depends only on you! use your imagination and creativity: in order to restore tiny planet and help its inhabitants you will have to fix a variety of machines and mechanisms as well as solve...,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/96000/capsule_231x87.jpg?t=1631292999,Colibri Games,Colibri Games,"Apr 22, 2011","windows, mac, linux",63,"Single-player, Steam Trading Cards, Family Sharing","Adventure, Casual, Indie",0.99,http://video.akamai.steamstatic.com/store_trailers/256675057/movie_max.webm?t=1479726423,Microsoft Windows XP SP1 or newer,Windows XP,1,1.5 GHz equivalent or higher processor,Other/Uncategorized,23,DirectX 9.0,DirectX 9.0,5,512 MB RAM,0.512,180 MB,0.18,7500000,7442590.32,17768,7517768
620,Portal 2,game,0,FALSE,The &quot;perpetual testing initiative&quot; has been expanded to allow you to design co-op puzzles for you and your friends!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/620/capsule_231x87.jpg?t=1725487730,Valve,Valve,"Apr 18, 2011","windows, mac, linux",95,"Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Workshop, Steam Workshop, Steam Cloud, Stats, Includes level editor, Commentary available, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","Action, Adventure",9.99,http://video.akamai.steamstatic.com/store_trailers/5787/movie_max.webm?t=1682715616,Windows 7 / Vista / XP,Windows XP,1,"3.0 GHz P4, Dual Core 2.0 (or higher) or AMD64X2 (or higher)",Dual Core Series,10,Video card must be 128 MB or more and with support for Pixel Shader 2.0b (ATI Radeon X800 or higher / NVIDIA GeForce 7600 or higher / Intel HD Graphics 2000 or higher).,Generic Graphics Card / Video Memory,0,2 GB RAM,2,8 GB,8,15000000,153948467.4,410257,15410257
444200,World of Tanks Blitz,game,0,TRUE,"Tanks, not war: jump into a free-to-play mmo action shooter with over 400 tanks. enjoy stunning graphics and intuitive touch controls. engage in 7vs7 battles, strategize with your team to conquer diverse maps. customize tanks, unlock upgrades, and dive into adrenaline-pumping action on mobile and pc",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444200/942379ee0457e6cbd5d5d2f2a5ea56d81728d014/capsule_231x87.jpg?t=1732005139,Wargaming Group Limited,Wargaming Group Limited,"Nov 9, 2016","windows, mac, linux",,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases","Action, Massively Multiplayer, Simulation, Strategy, Free To Play",0.00,http://video.akamai.steamstatic.com/store_trailers/256985976/movie_max_vp9.webm?t=1714248859,"Windows 7, 8.0, 8.1, 10, 11",Windows 7,3,2 GHz,Other/Uncategorized,23,DirectX 11 compliant graphics card with 256 MB of VRAM,DirectX 11,7,2 GB RAM,2,8 GB,8,15000000,0,1340975,16340975
72850,The Elder Scrolls V: Skyrim,game,17,FALSE,"Epic fantasy reborn the next chapter in the highly anticipated elder scrolls saga arrives from the makers of the 2006 and 2008 games of the year, bethesda game studios. skyrim reimagines and revolutionizes the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/72850/capsule_231x87.jpg?t=1721923139,Bethesda Game Studios,Bethesda Softworks,"Nov 10, 2011","windows, mac, linux",94,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing",RPG,19.99,http://video.akamai.steamstatic.com/store_trailers/81281/movie_max.webm?t=1466707024,Windows 7/Vista/XP PC (32 or 64 bit),Windows XP,1,Quad-core Intel or AMD CPU,Quad Core Series,37,DirectX 9.0c compatible NVIDIA or AMD ATI video card with 1GB of RAM (Nvidia GeForce GTX 260 or higher; ATI Radeon 4890 or higher),DirectX 9.0c,5,4 GB RAM,4,6 GB,6,7500000,141442443.4,-424340,7075660
1203220,NARAKA: BLADEPOINT,game,0,TRUE,"Dive into the legends of the far east in naraka: bladepoint; team up with friends in fast-paced melee fights for a battle royale experience unlike any other. find your playstyle with a varied cast of heroes with unique skills. more than 20 million players have already joined the fray, play free now!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1203220/b9e318e3a42ef0d87c09d228cee1569efa1eaf67/capsule_231x87.jpg?t=1730352667,24 Entertainment,NetEase Games Global,"Aug 11, 2021","windows, mac, linux",,"Multi-player, PvP, Online PvP, In-App Purchases, Partial Controller Support","Action, Adventure, Massively Multiplayer",0.00,http://video.akamai.steamstatic.com/store_trailers/257069624/movie_max_vp9.webm?t=1730341595,Windows 10 64-bit,Windows 10,5,Intel i7 7th generation or equivalent,i7 7700K Series,90,"NVIDIA GeForce GTX 1060 6G, Intel Arc A750, AMD RX480 or equivalent","Nvidia GTX 1060 Series, AMD RX 480 Series, Intel Arc a750 Series",7,16 GB RAM,16,50 GB,50,35000000,0,1608000,36608000
218230,PlanetSide 2,game,0,TRUE,"Planetside 2 is an all-out planetary war, where thousands of players battle as one across enormous continents. utilize infantry, ground and air vehicles, and teamwork to destroy your enemies in this revolutionary first-person shooter on a massive scale.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/218230/a1b9e5d07ef420563043e218ddde1a5044d37d48/capsule_231x87.jpg?t=1732130400,Rogue Planet Games,Daybreak Game Company,"Nov 20, 2012","windows, mac, linux",84,"Multi-player, MMO, PvP, Online PvP, Steam Trading Cards, Steam Cloud","Action, Massively Multiplayer, Free To Play",0.00,http://video.akamai.steamstatic.com/store_trailers/256777729/movie_max.webm?t=1732130077,64-bit Windows 7 or later,Windows 7,3,Intel i5 6600K or higher / AMD Ryzen 5 1600 or higher,"i5 6600K Series, Ryzen 5 1600K Series",67,Nvidia GeForce 960 or higher / AMD R9 280X or higher,Nvidia GeForce 960 Series,6,8 GB RAM,8,20 GB,20,7500000,0,-385127,7114873
322330,Don't Starve Together,game,0,FALSE,"Fight, farm, build and explore together in the standalone multiplayer expansion to the uncompromising wilderness survival game, don't starve.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/322330/81357510a64a4adb5e8e7fc7f054dc4306baf2a5/capsule_231x87_alt_assets_38.jpg?t=1730150710,Klei Entertainment,Klei Entertainment,"Apr 21, 2016","windows, mac, linux",83,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","Action, Adventure, Indie, RPG, Simulation, Strategy",14.99,http://video.akamai.steamstatic.com/store_trailers/257068101/movie_max_vp9.webm?t=1729790598,Windows Vista/Windows 7/Windows 8,Windows VISTA,2,1.7+ GHz or better,Other/Uncategorized,23,Radeon HD5450 or better; 256 MB or higher,AMD HD 5450 Series,1,1 GB RAM,1,3 GB,3,35000000,484734523.1,-2662807,32337193
105600,Terraria,game,0,FALSE,"Dig, fight, explore, build! nothing is impossible in this action-packed adventure game. four pack also available!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/105600/capsule_231x87.jpg?t=1731252354,Re-Logic,Re-Logic,"May 16, 2011","windows, mac, linux",83,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","Action, Adventure, Indie, RPG",9.99,http://video.akamai.steamstatic.com/store_trailers/256785003/movie_max_vp9.webm?t=1589654781,"Windows 7, 8/8.1, 10",Windows 7,3,Dual Core 3.0 Ghz,Dual Core Series,10,"256mb Video Memory, capable of Shader Model 2.0+",Generic Graphics Card / Video Memory,0,4 GB RAM,4,200 MB,0.2,35000000,373760195.7,2413433,37413433
255710,Cities: Skylines,game,0,FALSE,Cities: skylines is a modern take on the classic city simulation. the game introduces new game play elements to realize the thrill and hardships of creating and maintaining a real city whilst expanding on some well-established tropes of the city building experience.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/255710/4cf458b43b41e4f86d3e4e604e7a7577c7926b01/capsule_231x87.jpg?t=1730278697,Colossal Order Ltd.,Paradox Interactive,"Mar 10, 2015","windows, mac, linux",85,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Tablet, Family Sharing","Simulation, Strategy",29.99,http://video.akamai.steamstatic.com/store_trailers/256785384/movie_max_vp9.webm?t=1589550020,Windows 10 Home 64 bit,Windows 10,5,Intel Core I7 2700K  |   AMD Ryzen 7 2700X,"i7 2700K Series, Ryzen 7 2700K Series",81,Nvidia GeForce GTX 580 (1.5 GB)  |   AMD Radeon RX 560 (4 GB),"Nvidia GTX 580 Series, AMD RX 560 Series",3,16 GB RAM,16,4 GB,4,7500000,232759197.7,261227,7761227
238960,Path of Exile,game,0,TRUE,"You are an exile, struggling to survive on the dark continent of wraeclast, as you fight to earn power that will allow you to exact your revenge against those who wronged you. path of exile is an online action rpg set in a dark fantasy world. the game is completely free and will never be pay-to-win.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/238960/capsule_231x87.jpg?t=1726453971,Grinding Gear Games,Grinding Gear Games,"Oct 23, 2013","windows, mac, linux",86,"Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Remote Play on Tablet","Action, Adventure, Indie, Massively Multiplayer, RPG, Free To Play",0.00,http://video.akamai.steamstatic.com/store_trailers/257038864/movie_max_vp9.webm?t=1721339028,Windows 10,Windows 10,5,Quad core 3.2GHz x64-compatible,Quad Core Series,37,NVIDIA GeForce GTX 1050 Ti or ATI Radeon RX560,"Nvidia GTX 1050 Series, AMD RX 560 Series",7,16 GB RAM,16,40 GB,40,35000000,0,-2315120,32684880
4000,Garry's Mod,game,0,FALSE,Garry's mod is a physics sandbox. there aren't any predefined aims or goals. we give you the tools and leave you to play.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/2e52d9b905feebfdaaf2db6ad7afece10991d504/capsule_231x87.jpg?t=1726231861,Facepunch Studios,Valve,"Nov 29, 2006","windows, mac, linux",,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Includes level editor, Includes Source SDK, Remote Play on Tablet, Family Sharing","Casual, Indie, Simulation",9.99,,Windows 10/11,Windows 10,5,2.5 GHz Processor or better,Other/Uncategorized,23,4GB dedicated VRAM or better,Other/Uncategorized,0,8 GB RAM,8,25 GB,25,35000000,372604352.7,2297733,37297733
289070,Sid Meier’s Civilization® VI,game,0,FALSE,"Civilization vi is the newest installment in the award winning civilization franchise. expand your empire, advance your culture and go head-to-head against history’s greatest leaders. will your civilization stand the test of time?",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/289070/capsule_231x87.jpg?t=1731365491,"Firaxis Games, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)","Oct 20, 2016","windows, mac, linux",88,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Steam Turn Notifications, Remote Play on Tablet, Remote Play Together, Family Sharing",Strategy,0.00,http://video.akamai.steamstatic.com/store_trailers/256672703/movie_max.webm?t=1476737110,Windows 7x64 / Windows 8.1x64 / Windows 10x64,Windows 8,4,Fourth Generation Intel Core i5 2.5 Ghz or AMD FX8350 4.0 Ghz or greater,"i5 2500K Series, FX 8350K Series",49,2GB &amp; AMD 7970 or nVidia 770 or greater,Nvidia GeForce 770 Series,5,8 GB RAM,8,23 GB,23,7500000,0,346923,7846923
1238810,Battlefield™ V,game,17,FALSE,"This is the ultimate battlefield v experience. enter mankind’s greatest conflict with the complete arsenal of weapons, vehicles, and gadgets plus the best customization content of year 1 and 2.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1238810/capsule_231x87.jpg?t=1730822762,DICE,Electronic Arts,"Oct 22, 2020","windows, mac, linux",,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, HDR available",Action,49.99,http://video.akamai.steamstatic.com/store_trailers/256806061/movie_max_vp9.webm?t=1603387370,64-bit Windows 10 or later,Windows 10,5,AMD Ryzen 3 1300X/Intel Core i7 4790,"i7 4790K Series, Ryzen 3 1300K Series",85,NVIDIA GeForce GTX 1060 6GB/AMD Radeon RX 580 8GB,"Nvidia GTX 1060 Series, AMD RX 580 Series",7,12 GB RAM,12,50 GB,50,7500000,341506085.1,-668512,6831488
444090,Paladins®,game,0,TRUE,"Paladins is the ultimate fantasy team-based shooter experience, with over 50 customizable champions fighting in 5v5 action across a diverse realm of modes and maps!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444090/capsule_231x87.jpg?t=1713560419,Evil Mojo Games,Hi-Rez Studios,"May 8, 2018","windows, mac, linux",83,"Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Remote Play on Phone, Remote Play on Tablet","Action, Adventure, Massively Multiplayer, Strategy, Free To Play",0.00,http://video.akamai.steamstatic.com/store_trailers/256849677/movie_max_vp9.webm?t=1713554500,Windows 8/10 64-bit (latest Service Pack),Windows 8,4,"Intel Core i5-750, 2.67 GHz / AMD Phenom II X4 965, 3.4 GHz","i5 7500K Series, Phenom II X4 Series",73,Nvidia GeForce GTX 660 or ATI Radeon HD 7950,"Nvidia GTX 660 Series, AMD HD 7950 Series",4,6 GB RAM,6,30 GB,30,15000000,0,-1176180,13823820
367520,Hollow Knight,game,0,FALSE,"Forge your own path in hollow knight! an epic action adventure through a vast ruined kingdom of insects and heroes. explore twisting caverns, battle tainted creatures and befriend bizarre bugs, all in a classic, hand-drawn 2d style.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/367520/capsule_231x87.jpg?t=1695270428,Team Cherry,Team Cherry,"Feb 24, 2017","windows, mac, linux",87,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","Action, Adventure, Indie",14.99,http://video.akamai.steamstatic.com/store_trailers/256679401/movie_max.webm?t=1497589417,Windows 10 (64bit),Windows 10,5,Intel Core i5,i5 2400K Series,45,GeForce GTX 560,Nvidia GTX 560 Series,3,8 GB RAM,8,9 GB,9,15000000,222431258.6,-161357,14838643
108600,Project Zomboid,game,0,FALSE,"Project zomboid is the ultimate in zombie survival. alone or in mp: you loot, build, craft, fight, farm and fish in a struggle to survive. a hardcore rpg skillset, a vast map, massively customisable sandbox and a cute tutorial raccoon await the unwary. so how will you die? all it takes is a bite..",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/capsule_231x87.jpg?t=1691508011,The Indie Stone,The Indie Stone,"Nov 8, 2013","windows, mac, linux",,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop, Partial Controller Support, Remote Play Together, Family Sharing","Indie, RPG, Simulation, Early Access",19.99,http://video.akamai.steamstatic.com/store_trailers/256865885/movie_max_vp9.webm?t=1639992657,"Windows 10, 64 Bit",Windows 10,5,Intel 2.77GHz Quad-core,Quad Core Series,37,"Dedicated graphics card with 2 GB of RAM minimum, OpenGL 2.1 and GLSL 1.2 support (generally 2012 or newer)",Generic Graphics Card / Video Memory,0,8 GB RAM,8,5 GB,5,15000000,290936059.2,-445920,14554080
386360,SMITE®,game,0,TRUE,"Join 40+ million players in smite, the battleground of the gods! wield thor’s hammer, turn your foes to stone as medusa, or flex your divine power as one of 100+ other mythological icons. become a god and play free today!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/386360/54e12feb5ba00a08fdb0dba308e7afc735fae667/capsule_231x87.jpg?t=1731588633,Titan Forge Games,Hi-Rez Studios,"Sep 8, 2015","windows, mac, linux",83,"Multi-player, Steam Achievements, Full controller support, Steam Trading Cards","Action, Adventure, Casual, Massively Multiplayer, RPG, Strategy, Free To Play",0.00,http://video.akamai.steamstatic.com/store_trailers/256852054/movie_max_vp9.webm?t=1684857926,Windows 8/10 64-bit (latest Service Pack),Windows 8,4,"Intel Core i5 or AMD Phenom II X3, 2.8 GHz","i5 2400K Series, Phenom II X3 Series",43,Nvidia GeForce GTX 660 or ATI Radeon HD 7950,"Nvidia GTX 660 Series, AMD HD 7950 Series",4,6 GB RAM,6,30 GB,30,15000000,0,-999032,14000968
251570,7 Days to Die,game,0,FALSE,"7 days to die is an open-world game that is a unique combination of first-person shooter, survival horror, tower defense, and role-playing games. play the definitive zombie survival sandbox rpg that came first. navezgane awaits!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/251570/capsule_231x87.jpg?t=1732247374,The Fun Pimps,The Fun Pimps Entertainment LLC,"Jul 25, 2024","windows, mac, linux",,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Includes level editor, Remote Play on Tablet, Remote Play on TV, Family Sharing","Action, Adventure, Indie, RPG, Simulation, Strategy",44.99,http://video.akamai.steamstatic.com/store_trailers/257032424/movie_max_vp9.webm?t=1718836140,Windows 10 or higher (64-bit),Windows 10,5,3.2 Ghz Quad Core CPU or faster,Quad Core Series,37,4 GB Dedicated Memory,Other/Uncategorized,0,12 GB RAM,12,15 GB,15,15000000,682521154.9,170508,15170508
346110,ARK: Survival Evolved,game,0,FALSE,"Stranded on the shores of a mysterious island, you must learn to survive. use your cunning to kill or tame the primeval creatures roaming the land, and encounter other players to survive, dominate... and escape!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/346110/capsule_231x87.jpg?t=1709879597,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC","Studio Wildcard, Snail Games USA","Aug 27, 2017","windows, mac, linux",70,"Single-player, Multi-player, MMO, Co-op, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Includes level editor, Remote Play on Tablet, Family Sharing","Action, Adventure, Indie, Massively Multiplayer, RPG",14.99,http://video.akamai.steamstatic.com/store_trailers/256836250/movie_max_vp9.webm?t=1622089232,Windows 7/8.1/10 (64-bit versions),Windows 7,3,Intel Core i5-2400/AMD FX-8320 or better,"i5 2400K Series, FX 8320K Series",44,NVIDIA GTX 670 2GB/AMD Radeon HD 7870 2GB or better,"Nvidia GTX 670 Series, AMD HD 7870 Series",4,8 GB RAM,8,60 GB,60,35000000,548190475.9,1570412,36570412
